"Sample name","Compound_on_Chip_","ID","group","value"
"SNU-16","Pazopanib","ART_004_EAIYAAPFAKKKXC","R",-0.550030828
"58As1","Pazopanib","TNNT1_2_14","NR",0.027592897
"OCUM-1","Pazopanib","EPHA2_765_777","NR",-0.299711823
"MKN45","Pazopanib","ERBB4_1277_1289","NR",0.038116455
"JR-st","Pazopanib","MK12_178_190","NR",0.02703011
"NUGC-3","Pazopanib","CDK7_157_169","NR",-0.008122444
"NUGC-3","Pazopanib","VGFR2_1046_1058","NR",-1.083987951
"HSC-43","Pazopanib","VINC_815_827","R",-0.414515853
"HSC-44PE","Pazopanib","DCX_109_121","NR",0.234286547
"HSC-39","Pazopanib","PTN11_539_551","R",-0.384374857
"HSC-59","Pazopanib","EPHA1_774_786","NR",-0.320541501
"HSC-58","Pazopanib","FER_707_719","NR",-0.24399209
"MKN7","Pazopanib","K2C6B_53_65","NR",-0.211909413
"HSC-44PE","Pazopanib","CALM_95_107","NR",0.369172931
"HSC-44PE","Pazopanib","EGFR_1103_1115","NR",-0.202732563
"SNU-16","Pazopanib","DYR1A_312_324","R",-0.330398679
"MKN74","Pazopanib","CDK7_157_169","NR",0.107108653
"HSC-44PE","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.296488762
"OKAJIMA","Pazopanib","AMPE_5_17","NR",-0.273119301
"MKN1","Pazopanib","PECA1_706_718","NR",0.13877368
"NUGC-4","Pazopanib","CRK_214_226","NR",0.012355089
"MKN28","Pazopanib","CDK7_157_169","NR",0.030204376
"58As1","Pazopanib","MK07_211_223","NR",-0.333698511
"HSC-43","Pazopanib","CRK_214_226","R",-0.096038878
"HSC-45","Pazopanib","VGFR2_1052_1064","NR",-0.648568869
"NCI-N87","Pazopanib","VGFR1_1162_1174","NR",-0.117794551
"HSC-44PE","Pazopanib","EPOR_419_431","NR",-0.134599209
"NUGC-3","Pazopanib","EPHB1_921_933","NR",0.1950804
"OKAJIMA","Pazopanib","RB_804_816","NR",0.014399529
"MKN1","Pazopanib","PGFRB_771_783","NR",-0.060627777
"HSC-59","Pazopanib","ZBT16_621_633","NR",-0.186824024
"HSC-39","Pazopanib","DCX_109_121","R",-0.176698327
"IM95","Pazopanib","VGFR1_1040_1052","NR",-0.274531722
"KATO III","Pazopanib","CD3Z_146_158","R",0.251613081
"OKAJIMA","Pazopanib","PAXI_24_36","NR",-0.046794336
"JR-st","Pazopanib","VGFR2_1046_1058","NR",0.060738862
"HSC-59","Pazopanib","DYR1A_212_224","NR",0.08997339
"MKN1","Pazopanib","FAK2_572_584","NR",0.135372475
"OCUM-1","Pazopanib","CD79A_181_193","NR",-0.608750582
"OCUM-1","Pazopanib","VGFR1_1206_1218","NR",-0.209586263
"HSC-45","Pazopanib","EPHB4_583_595","NR",-0.249210835
"OCUM-1","Pazopanib","VGFR1_1162_1174","NR",-0.213772178
"OKAJIMA","Pazopanib","RET_1022_1034","NR",0.357169777
"IM95","Pazopanib","VGFR1_1162_1174","NR",-0.117136061
"44As3","Pazopanib","ODBA_340_352","NR",-0.281660676
"JR-st","Pazopanib","MK14_173_185","NR",-0.344451547
"OCUM-1","Pazopanib","FRK_380_392","NR",-0.54939878
"MKN74","Pazopanib","FGFR3_753_765","NR",-0.313993573
"MKN1","Pazopanib","ACHD_383_395","NR",-0.100469671
"NUGC-4","Pazopanib","PECA1_706_718","NR",-0.584264517
"KATO III","Pazopanib","FGFR1_761_773","R",-1.150619507
"44As3","Pazopanib","FGFR2_762_774","NR",-0.303599834
"44As3","Pazopanib","EGFR_1190_1202","NR",-0.018385887
"MKN74","Pazopanib","MBP_259_271","NR",-0.048737288
"NUGC-3","Pazopanib","CD79A_181_193","NR",-0.700169563
"JR-st","Pazopanib","ZBT16_621_633","NR",0.180340528
"NUGC-4","Pazopanib","RAF1_332_344","NR",-0.299381137
"NUGC-4","Pazopanib","MK12_178_190","NR",0.102955222
"MKN74","Pazopanib","EPOR_361_373","NR",-0.433843613
"OCUM-1","Pazopanib","LCK_387_399","NR",-0.357751846
"MKN28","Pazopanib","VGFR2_989_1001","NR",-0.230268955
"OKAJIMA","Pazopanib","ANXA2_17_29","NR",-0.142729089
"HSC-45","Pazopanib","PGFRB_709_721","NR",-0.708075285
"HSC-45","Pazopanib","FGFR3_753_765","NR",-0.309525967
"OCUM-1","Pazopanib","ZBT16_621_633","NR",-0.212649405
"OKAJIMA","Pazopanib","DYR1A_212_224","NR",-0.31188193
"NCI-N87","Pazopanib","FAK1_569_581","NR",-0.223565102
"HSC-44PE","Pazopanib","RB_804_816","NR",-0.317790151
"NCI-N87","Pazopanib","EPHA7_607_619","NR",-0.390517145
"HSC-40A","Pazopanib","CD3Z_146_158","R",-0.230029643
"NUGC-3","Pazopanib","JAK2_563_577","NR",-0.298948646
"HSC-60","Pazopanib","ANXA1_14_26","NR",-0.448938727
"IM95","Pazopanib","ANXA2_17_29","NR",-0.310151279
"HSC-60","Pazopanib","FGFR2_762_774","NR",-0.509040356
"HSC-44PE","Pazopanib","P85A_600_612","NR",-0.663414836
"58As1","Pazopanib","FGFR2_762_774","NR",-0.317673683
"NUGC-4","Pazopanib","NCF1_313_325","NR",0.054235816
"HSC-59","Pazopanib","ERBB4_1277_1289","NR",-0.455848694
"HSC-43","Pazopanib","EPHA4_589_601","R",-0.206950068
"MKN45","Pazopanib","C1R_199_211","NR",0.486392349
"MKN1","Pazopanib","ERBB4_1277_1289","NR",0.02953124
"MKN45","Pazopanib","PLCG1_764_776","NR",-0.27327013
"MKN7","Pazopanib","ENOG_37_49","NR",-0.770056486
"KATO III","Pazopanib","VGFR1_1040_1052","R",-0.103404641
"HSC-45","Pazopanib","CD3Z_116_128","NR",-0.312482834
"44As3","Pazopanib","ZBT16_621_633","NR",0.000618696
"HSC-45","Pazopanib","VGFR1_1206_1218","NR",0.02235508
"OKAJIMA","Pazopanib","VINC_815_827","NR",0.008846998
"JR-st","Pazopanib","PDPK1_369_381","NR",-0.323693037
"HSC-40A","Pazopanib","MK01_180_192","R",-0.170524359
"NUGC-4","Pazopanib","PRGR_786_798","NR",-0.158355772
"HSC-58","Pazopanib","FAK2_572_584","NR",-0.09375453
"HSC-39","Pazopanib","CRK_214_226","R",-0.165551662
"HSC-43","Pazopanib","SRC8_CHICK_470_482","R",-0.276364088
"HSC-40A","Pazopanib","PRRX2_202_214","R",-0.414988756
"HSC-40A","Pazopanib","VGFR3_1061_1073","R",-0.103217483
"44As3","Pazopanib","FGFR3_753_765","NR",-0.353398442
"SNU-16","Pazopanib","INSR_992_1004","R",-0.289258122
"MKN28","Pazopanib","ERBB4_1277_1289","NR",-0.24720113
"44As3","Pazopanib","MK01_180_192","NR",0.11221844
"KATO III","Pazopanib","CBL_693_705","R",-0.61291182
"HSC-58","Pazopanib","DYR1A_212_224","NR",-0.164899349
"HSC-40A","Pazopanib","EPHA2_765_777","R",-0.470747948
"HSC-39","Pazopanib","RASA1_453_465","R",-0.611309409
"SNU-16","Pazopanib","EPHA1_774_786","R",-0.279142857
"MKN45","Pazopanib","PGFRB_709_721","NR",-0.234388664
"HSC-58","Pazopanib","PDPK1_2_14","NR",-0.221164465
"HSC-59","Pazopanib","DCX_109_121","NR",-0.240384102
"HSC-43","Pazopanib","PGFRB_1002_1014","R",-0.576645851
"HSC-40A","Pazopanib","MBP_198_210","R",-0.232881784
"MKN28","Pazopanib","EPHA1_774_786","NR",-0.154473141
"HSC-60","Pazopanib","MK14_173_185","NR",0.28598243
"HSC-40A","Pazopanib","EPHA7_607_619","R",-0.56528914
"IM95","Pazopanib","FGFR3_753_765","NR",-0.360087395
"HSC-44PE","Pazopanib","VGFR2_944_956","NR",0.02632153
"58As1","Pazopanib","VGFR2_989_1001","NR",-0.171007395
"HSC-40A","Pazopanib","MK14_173_185","R",-0.166644454
"HSC-39","Pazopanib","ZBT16_621_633","R",-0.00277257
"MKN7","Pazopanib","MK12_178_190","NR",-0.070446253
"HSC-58","Pazopanib","EGFR_1165_1177","NR",-0.254812717
"OCUM-1","Pazopanib","PP2AB_297_309","NR",-0.078889132
"NUGC-4","Pazopanib","CDK7_157_169","NR",-0.039922774
"OKAJIMA","Pazopanib","CD3Z_116_128","NR",0.021314958
"HSC-43","Pazopanib","ERBB4_1181_1193","R",-0.300728559
"OCUM-1","Pazopanib","JAK1_1015_1027","NR",-0.273258924
"HSC-59","Pazopanib","FES_706_718","NR",-0.444325686
"HSC-60","Pazopanib","NTRK2_696_708","NR",-0.492034316
"HSC-60","Pazopanib","EPHB4_583_595","NR",-0.126980007
"NUGC-4","Pazopanib","MET_1227_1239","NR",-0.398477554
"JR-st","Pazopanib","NTRK2_696_708","NR",-0.154615164
"KATO III","Pazopanib","EPHB4_583_595","R",-0.176790774
"KATO III","Pazopanib","RON_1346_1358","R",-0.976544142
"MKN7","Pazopanib","MET_1227_1239","NR",-0.492009044
"44As3","Pazopanib","P85A_600_612","NR",-0.704480171
"SNU-16","Pazopanib","FRK_380_392","R",-0.474456668
"HSC-58","Pazopanib","PRRX2_202_214","NR",-0.118479729
"IM95","Pazopanib","NPT2A_501_513","NR",-0.146232486
"HSC-58","Pazopanib","VGFR1_1162_1174","NR",-0.086746216
"NCI-N87","Pazopanib","RON_1346_1358","NR",-0.290886402
"HSC-45","Pazopanib","ODBA_340_352","NR",-0.591989279
"NUGC-3","Pazopanib","SRC8_CHICK_492_504","NR",-0.798022985
"HSC-59","Pazopanib","EPHA4_589_601","NR",-0.242497802
"HSC-40A","Pazopanib","EFS_246_258","R",-0.755642414
"HSC-58","Pazopanib","FGFR1_761_773","NR",-0.212931871
"58As1","Pazopanib","EPHA4_589_601","NR",0.058492184
"HSC-58","Pazopanib","MBP_198_210","NR",-0.00412941
"HSC-59","Pazopanib","SRC8_CHICK_476_488","NR",-0.521933317
"HSC-45","Pazopanib","CRK_214_226","NR",-0.219055891
"MKN1","Pazopanib","LAT_194_206","NR",-0.035598915
"HSC-60","Pazopanib","NCF1_313_325","NR",-0.331704617
"NUGC-3","Pazopanib","VGFR1_1049_1061","NR",0.105480075
"NUGC-4","Pazopanib","FES_706_718","NR",-0.539714813
"SNU-16","Pazopanib","ACHD_383_395","R",-0.265461445
"OKAJIMA","Pazopanib","EPHB4_583_595","NR",0.254362971
"NUGC-4","Pazopanib","CALM_95_107","NR",-0.339333057
"MKN74","Pazopanib","FGFR1_761_773","NR",-0.310312033
"HSC-44PE","Pazopanib","EPHB1_921_933","NR",-0.043505669
"MKN7","Pazopanib","EGFR_1165_1177","NR",-0.189183354
"NUGC-3","Pazopanib","JAK1_1015_1027","NR",-0.261445284
"IM95","Pazopanib","ANXA1_14_26","NR",-0.497183084
"OCUM-1","Pazopanib","MBP_198_210","NR",0.126673162
"OCUM-1","Pazopanib","VGFR2_1168_1180","NR",-0.223105669
"KATO III","Pazopanib","ZAP70_485_497","R",-0.8503654
"MKN1","Pazopanib","PP2AB_297_309","NR",-0.134198666
"MKN28","Pazopanib","EGFR_1190_1202","NR",-0.203169659
"MKN1","Pazopanib","ENOG_37_49","NR",-0.268683285
"HSC-59","Pazopanib","K2C8_425_437","NR",-0.30904305
"44As3","Pazopanib","VGFR2_944_956","NR",-0.236115336
"MKN1","Pazopanib","CBL_693_705","NR",-0.260080338
"NCI-N87","Pazopanib","CD3Z_116_128","NR",-0.367933303
"HSC-45","Pazopanib","MET_1227_1239","NR",-0.464800119
"NUGC-3","Pazopanib","LAT_194_206","NR",-0.168198109
"HSC-59","Pazopanib","LAT_249_261","NR",-0.258329153
"58As1","Pazopanib","INSR_992_1004","NR",0.101226807
"MKN74","Pazopanib","B3AT_39_51","NR",-0.229547024
"NUGC-4","Pazopanib","P85A_600_612","NR",-0.495198488
"NUGC-4","Pazopanib","ENOG_37_49","NR",-0.667757034
"NUGC-4","Pazopanib","VGFR2_1168_1180","NR",-0.321671963
"HSC-59","Pazopanib","RET_1022_1034","NR",-0.309632778
"OKAJIMA","Pazopanib","RON_1346_1358","NR",-0.023229361
"MKN1","Pazopanib","PGFRB_768_780","NR",-0.132680342
"58As1","Pazopanib","MK10_216_228","NR",-0.092973232
"OKAJIMA","Pazopanib","ERBB4_1277_1289","NR",0.032203596
"HSC-58","Pazopanib","CALM_95_107","NR",-0.090825081
"58As1","Pazopanib","VGFR3_1061_1073","NR",-0.05919981
"IM95","Pazopanib","B3AT_39_51","NR",-0.068047762
"SNU-16","Pazopanib","FGFR1_761_773","R",-0.298927069
"HSC-40A","Pazopanib","NTRK1_489_501","R",-0.074469209
"HSC-60","Pazopanib","FGFR3_753_765","NR",-0.501112938
"HSC-40A","Pazopanib","TEC_512_524","R",-0.341911435
"OKAJIMA","Pazopanib","MK10_216_228","NR",0.09631101
"HSC-43","Pazopanib","NTRK2_696_708","R",-0.492627382
